title,user,date,rating,review,helpful
" So epic it will make you shed a tear
",loveasklin,26 May 2022,10,"One of the most epic blockbuster movies ever put on the big screen. If you're a fan of the predecessor, you will love this. A perfect mix of nostalgia and new. New fans will also be blown away. Whatever you think of Tom Cruise, this is impressive. It's beautiful, touching and epic.This is what the big screen is made for. Huge, epic, and breathtaking action scenes with crazy sound design. The cinematography, the stunts, and the sound design combined make for an unforgettable experience. The seats were shaking and I shed a few tears from watching the action. It was just too awesome.The action is unlike anything you have ever seen. The action sequences are immersive, nerve-racking, and epic. It's difficult to explain the feeling, but I never knew I was capable of feeling this way.When Maverick's flying, the seats are shaking and the sound is booming. It looks stunning and knowing that Tom Cruise is actually in the cockpit makes it so much better. Tom Cruise's dedication is something else. He put the other actors through a pilot training course and teached them how to direct themselves in the cockpit. Whatever projects Tom Cruised has touched in recent years has turned out to be absolute gold. Entertainment does not get better than this.Tom Cruise and Miles Teller put on a show. Phenomenal acting from both. Teller was the perfect casting for Maverick's deceased best friend's son. ""Top Gun: Maverick"" is more than just breathtaking action. It's about family and legacy. Tom Cruise waited for the perfect script until he made the sequel, and it was well worth the wait. It's a beautiful story with layered and realistic characters, which will make you wonder who's shredding onions in the theater. Some moments are predictable, but that doesn't ruin anything.Don't think, DO watch this movie in theaters. It is quite the ride. You don't want to miss the sound design, visuals, and feelings this movie makes you feel.",38 out of 74 found this helpful.
" Star Wars meets Finding Nemo.
",markabracken-65268,12 July 2022,1,"Almost walked out. Massive budget and an almost laughable story. It felt like a Star Wars movie in the air vs iIn space. Terrible acting. Terrible story. It makes me mad so many people loved this movie.

                    27 out of 73 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",27 out of 73 found this helpful.
" Watchable, but just ...
",brankopopovic,26 May 2022,4,"What's with all these over the top ratings and reviews of this mediocre movie - it suffers from the same illness star wars suffer - no real plot, rehashing old original idea and lines, lazy writing - heck, even TC looks bewildered through the ENTIRE movie, like he doesn't want to be there but the money pull is just too strong, I guess.

                    19 out of 73 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",19 out of 73 found this helpful.
" Mav Proves that You're Never too Old to be a Frat Boy
",leftbanker-1,17 August 2022,1,"Relentlessly corny and embarrassing at every step.Mav comes back to fight the Antifa Air Force, but this time they have an ace up their sleeve: They have joined forces with the Black Lives Matter army, In the final dogfight, it's Maverick against Hillary Clinton. Who will prevail?Isn't rooster just another word for chicken?Almost every word of dialogue in this film was embarrassing to listen to. ""Talk to me, dad."" Wow, that was just horrible.This is simply a torrent of smarmy, treacly cliches, mostly coming from the original.The film is pretty awful in spite of all the voices in the media shouting about how it has saved the movie industry. If Top Gun is the solution, perhaps movies aren't worth saving.We begin with nostalgia for the original, and much of this new film is just piling on debris on the ruins of the older version. Rooster holds a grudge against Maverick because of what happened to his father when he was like, three years old? And it was determined that Maverick wasn't at fault? Makes zero sense. Unless Mav was also some sort of pervy uncle.Mav trashed an aircraft that is probably worth $35 million just because of his ""need for speed"" yet doesn't end up in jail for his stupidity.Was the football orgy as homoerotic as the volleyball game in the original? Only you can decide that.Evidently, Mav has a girlfriend. I would imagine that sex for him is just high-fiving and chest-bumping because his true love affair continues to be with Ice. Does his own mother call him Ice Man? I hope not.",32 out of 72 found this helpful.
" Awful and ridiculous movie ,doesn't worth a penny
",baharmortazavian,28 June 2022,1,"Watched this movie recently and one thing to mention is that it is not even a movie. It is barely a commercial for the US army with a simple and plain story, full of ridiculous dialogues. As someone who lives in the middle east, I can say that there is absolutely no natural environment as the one displayed in the movie in any of the middle eastern countries including Iran. It is obvious that they didn't do any investigation about there. Not worth a penny.

                    23 out of 72 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",23 out of 72 found this helpful.
" Best thing - No cRap music...
",bizzyziggy,19 June 2022,10,"Hollywood, take note. It's getting really sickening hearing cRap music in every movie. Many of us cannot stand it. I'll even tolerate the Lady Gaga garbage.Also no progressive agenda. This is how you make movies. LEARN!!!

                    43 out of 72 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",43 out of 72 found this helpful.
" What is happening to the movie business?
",Thecritic8282,3 June 2022,2,"Top Gun Maverick had so much potential, but I came home with a pounding headache from all the terrible cliches, sappiness, thin plot, and annoying melodrama. If anyone in the movie business cares anymore, please stop making crap and charging $20 a ticket for it. The only good parts were the actual action. But when the mission suceeded in the third act, it just fell into trite formula. And where was a new musical score? And why bring back the 1980's music in 2022? Didnt they budget for this issue? I digresss.",24 out of 72 found this helpful.
" Underwhelming and unnecessary
",ashishagupta,25 August 2022,5,"There seem to be an overwhelming number of fake reviews on IMDB aimed to boost theater ticket sales. Unfortunately this highly anticipated film is a typical 5/10 action movie sequel.The writing and screenplay make film school 101 blunders, like violating the principle of show don't tell. After one ""viewing"", a blind person could describe this movie as well as a non-blind person.The plot development is campy and over the top, typical of cheesy action movies. The character development is forced down your throat, doesn't work.The casting for this movie is inexplicably bad.The number of plot holes and illogical nonsense tends to infinity.A key point in the original movie was that Maverick is actually a very disciplined pilot who pushes it to the limit of what is required. Notwithstanding appearances, he is actually very considerate of his colleagues.This sequel completely misses the point. Maverick is now an undisciplined showboating pilot. In a similar vein this sequel, despite appearances, is actually inconsiderate of the original film.",42 out of 71 found this helpful.
" Everything was weak
",andrewforeman74,19 June 2022,1,"The pot, characters, script, directing.The whole movie reminded me of the Death Star run made by Luke and the rebels. Drawn out over the whole film, it was bad.",18 out of 71 found this helpful.
" Can't remember the last time I smiled so much in the cinema!
",Joxerlives,28 May 2022,8,"This was just such FUN! When I was leaving the cinema people were openly saying how good it was and I had to agree. Ok so large part of it don't make much sense, why do they have to attack with such a small force (in a scenario straight out of Star Wars), why not have the rest of the squadron perform flak suppression on the SAM sites? Lots of homages to the first film not to mention 'The Right Stuff' but had to admit was on the edge of my seat when Mav went to Mach 10. Great gag when he walks into the diner in his burnt flight suit and asks where he is only for the kid to reply ""Earth!"". I think the romance between Mav and Penny was good although I far preferred her before her reduction surgery. Shame they couldn't have got Kelly McGillis back to play Iceman's wife, would have been an nice touch. Speaking of which that was the most emotional part of the film (far more so than all the daddy stuff), seeing Cruise and Kilmer together in a situation that wasn't too far from real life, I highly recommend everyone watch the documentary 'Val' although it is rather heart-breaking. So was it cheesy? Yes, very much so. But was it 2 hours of action, 1980s nostalgia and first rate entertainment? Yes and I would highly recommend it.",42 out of 69 found this helpful.
